group_number,group_id,longitude,latitude,time,particles,geometry,index_right,ID,GRIDCODE,Wetland,Shape_Area,Shape_Len,start_lat,start_lon
11323,113,-82.53812,43.406406,2023-07-03 06:00:00,4296,POINT (-82.53811645507812 43.40640640258789),4288,1179643,18,Phragmites,662927.506588,8780.90818643,43.4031997999,-82.5392916794
11325,113,-82.510925,43.2008,2023-03-03 12:00:00,4298,POINT (-82.51092529296875 43.200801849365234),4339,1385875,18,Phragmites,21873.4962772,738.421226363,43.2010433808,-82.5107498629
11326,113,-82.52368,43.242184,2023-01-01 00:00:00,4299,POINT (-82.523681640625 43.242183685302734),4322,1360393,18,Phragmites,16825.6677218,574.190435458,43.2423269484,-82.5237124681
11328,113,-82.510895,43.20109,2023-11-20 12:00:00,4301,POINT (-82.51089477539062 43.20109176635742),4339,1385875,18,Phragmites,21873.4962772,738.421226363,43.2010433808,-82.5107498629
11329,113,-82.523254,43.2356,2023-01-04 12:00:00,4302,POINT (-82.52325439453125 43.235599517822266),4324,1365147,18,Phragmites,146383.294685,2626.60745664,43.2356448674,-82.5236050328
1133,11,-83.34943,45.16201,2023-03-03 12:00:00,415,POINT (-83.34942626953125 45.162010192871094),287,172778,18,Phragmites,228723.106016,4180.52972908,45.1617907291,-83.3511052075
11332,113,-82.5202,43.218395,2023-11-21 00:00:00,4305,POINT (-82.52020263671875 43.2183952331543),4329,1375389,18,Phragmites,15143.1229727,656.458169396,43.2182617605,-82.5201854272
1134,11,-83.34766,45.159676,2023-03-03 12:00:00,416,POINT (-83.34765625 45.15967559814453),300,178510,24,Forested Wetland,61723994.4065,225474.801396,45.1511766631,-83.3539071164
1135,11,-83.37625,45.19699,2023-03-07 12:00:00,417,POINT (-83.37625122070312 45.196990966796875),300,178510,24,Forested Wetland,61723994.4065,225474.801396,45.1511766631,-83.3539071164
1136,11,-83.3974,45.219852,2023-03-04 12:00:00,418,POINT (-83.39739990234375 45.219852447509766),245,155398,23,Shrub Wetland,850956.861314,9271.95279798,45.2192436385,-83.3985685942
1137,11,-83.34689,45.15966,2023-03-03 12:00:00,419,POINT (-83.34689331054688 45.15966033935547),289,173459,18,Phragmites,62226.317523,1395.05291161,45.1600226828,-83.3469949058
1138,11,-83.34866,45.160774,2023-03-03 12:00:00,420,POINT (-83.34866333007812 45.16077423095703),300,178510,24,Forested Wetland,61723994.4065,225474.801396,45.1511766631,-83.3539071164
1139,11,-83.348755,45.160645,2023-03-03 12:00:00,421,POINT (-83.3487548828125 45.16064453125),300,178510,24,Forested Wetland,61723994.4065,225474.801396,45.1511766631,-83.3539071164
1140,11,-83.268036,45.02961,2023-01-11 06:00:00,422,POINT (-83.26803588867188 45.02960968017578),758,225464,24,Forested Wetland,134101645.299,282204.651063,45.0417249706,-83.3137893506
11402,114,-82.52945,43.294785,2023-08-07 00:00:00,4309,POINT (-82.52944946289062 43.29478454589844),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
11405,114,-82.506134,43.180515,2023-11-21 00:00:00,4312,POINT (-82.50613403320312 43.18051528930664),4344,1397567,14,Aquatic Bed,249021.757154,4021.14328846,43.1815174452,-82.506882206
11406,114,-82.51071,43.201176,2023-12-02 18:00:00,4313,POINT (-82.51071166992188 43.201175689697266),4339,1385875,18,Phragmites,21873.4962772,738.421226363,43.2010433808,-82.5107498629
11409,114,-82.50607,43.180325,2023-12-03 00:00:00,4316,POINT (-82.50607299804688 43.18032455444336),4344,1397567,14,Aquatic Bed,249021.757154,4021.14328846,43.1815174452,-82.506882206
1141,11,-83.3497,45.161594,2023-03-03 12:00:00,423,POINT (-83.34970092773438 45.16159439086914),287,172778,18,Phragmites,228723.106016,4180.52972908,45.1617907291,-83.3511052075
11410,114,-82.529785,43.29649,2023-08-07 00:00:00,4317,POINT (-82.52978515625 43.29648971557617),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
11416,114,-82.52985,43.333427,2023-07-02 18:00:00,4323,POINT (-82.52984619140625 43.33342742919922),4304,1263755,18,Phragmites,70667.6635371,1641.58686233,43.3336371863,-82.5300667956
11417,114,-82.506195,43.180763,2023-11-21 00:00:00,4324,POINT (-82.50619506835938 43.180763244628906),4344,1397567,14,Aquatic Bed,249021.757154,4021.14328846,43.1815174452,-82.506882206
1142,11,-83.37033,45.18739,2023-03-04 00:00:00,424,POINT (-83.37033081054688 45.1873893737793),300,178510,24,Forested Wetland,61723994.4065,225474.801396,45.1511766631,-83.3539071164
11420,114,-82.51166,43.20223,2023-06-02 18:00:00,4327,POINT (-82.51165771484375 43.20222854614258),4338,1385353,18,Phragmites,35334.0929788,820.534527616,43.2020941658,-82.5117293919
11422,114,-82.50702,43.1846,2023-06-02 18:00:00,4329,POINT (-82.50701904296875 43.184600830078125),4341,1395474,18,Phragmites,67303.162535,1641.51018565,43.1847037197,-82.5073387839
11427,114,-82.52301,43.23281,2023-10-01 18:00:00,4334,POINT (-82.52301025390625 43.232810974121094),4325,1366800,18,Phragmites,132922.782635,1805.45490359,43.2323853207,-82.5233630006
11429,114,-82.52927,43.29363,2023-08-07 00:00:00,4336,POINT (-82.52926635742188 43.29362869262695),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
1143,11,-83.30115,45.0313,2023-01-16 00:00:00,425,POINT (-83.3011474609375 45.03129959106445),758,225464,24,Forested Wetland,134101645.299,282204.651063,45.0417249706,-83.3137893506
11430,114,-82.53555,43.365387,2023-07-03 06:00:00,4337,POINT (-82.53555297851562 43.365386962890625),4296,1224080,18,Phragmites,227145.469016,3611.69285775,43.3660356392,-82.5360144639
1145,11,-83.352936,45.161995,2023-01-01 00:00:00,427,POINT (-83.35293579101562 45.16199493408203),287,172778,18,Phragmites,228723.106016,4180.52972908,45.1617907291,-83.3511052075
1146,11,-83.40793,45.23425,2023-01-05 06:00:00,428,POINT (-83.40792846679688 45.234249114990234),255,160674,24,Forested Wetland,75105353.8906,213040.210637,45.2214189445,-83.4139439713
1147,11,-83.39725,45.21872,2023-03-04 06:00:00,429,POINT (-83.39724731445312 45.218719482421875),245,155398,23,Shrub Wetland,850956.861314,9271.95279798,45.2192436385,-83.3985685942
1148,11,-83.34845,45.160835,2023-01-01 06:00:00,430,POINT (-83.34844970703125 45.16083526611328),300,178510,24,Forested Wetland,61723994.4065,225474.801396,45.1511766631,-83.3539071164
1149,11,-83.29462,44.801147,2023-05-17 12:00:00,431,POINT (-83.29461669921875 44.8011474609375),946,282806,15,Emergent Wetland,151365.419277,2544.43630065,44.8018569532,-83.2942342646
1150,11,-83.40784,45.234257,2023-01-05 06:00:00,432,POINT (-83.4078369140625 45.234256744384766),255,160674,24,Forested Wetland,75105353.8906,213040.210637,45.2214189445,-83.4139439713
11505,115,-82.52936,43.294407,2023-08-07 00:00:00,4344,POINT (-82.52935791015625 43.29440689086914),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
11506,115,-82.52933,43.294083,2023-07-02 18:00:00,4345,POINT (-82.52932739257812 43.29408264160156),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
1151,11,-83.4082,45.234222,2023-01-05 06:00:00,433,POINT (-83.408203125 45.234222412109375),255,160674,24,Forested Wetland,75105353.8906,213040.210637,45.2214189445,-83.4139439713
11514,115,-82.50537,43.177612,2023-11-21 00:00:00,4353,POINT (-82.50537109375 43.1776123046875),4347,1399696,14,Aquatic Bed,137971.599122,2051.33180169,43.1770875019,-82.5054927209
11517,115,-82.508545,43.1958,2023-06-02 12:00:00,4356,POINT (-82.508544921875 43.19580078125),4340,1388791,18,Phragmites,11778.0486635,574.493417282,43.195833626,-82.508497915
11518,115,-82.50519,43.176853,2023-03-03 06:00:00,4357,POINT (-82.50518798828125 43.17685317993164),4347,1399696,14,Aquatic Bed,137971.599122,2051.33180169,43.1770875019,-82.5054927209
1152,11,-83.408356,45.234215,2023-01-05 06:00:00,434,POINT (-83.40835571289062 45.234214782714844),255,160674,24,Forested Wetland,75105353.8906,213040.210637,45.2214189445,-83.4139439713
11521,115,-82.529144,43.313828,2023-08-06 18:00:00,4360,POINT (-82.52914428710938 43.31382751464844),4307,1284516,18,Phragmites,124509.693687,2298.20712544,43.3145644968,-82.5295529775
11522,115,-82.53644,43.35756,2023-07-03 06:00:00,4361,POINT (-82.53643798828125 43.35755920410156),4300,1232486,18,Phragmites,90858.143066,1641.26286722,43.3575303132,-82.5368813313
11524,115,-82.50711,43.184563,2023-11-21 00:00:00,4363,POINT (-82.50711059570312 43.18456268310547),4341,1395474,18,Phragmites,67303.162535,1641.51018565,43.1847037197,-82.5073387839
11527,115,-82.53613,43.36182,2023-07-03 06:00:00,4366,POINT (-82.5361328125 43.361820220947266),4298,1227014,18,Phragmites,23555.8242462,738.426392152,43.3617018273,-82.5361822794
1153,11,-83.364105,45.170105,2023-03-02 18:00:00,435,POINT (-83.36410522460938 45.17010498046875),280,170661,18,Phragmites,459123.522585,7220.84612446,45.1717825086,-83.3668124379
11533,115,-82.50601,43.180088,2023-06-02 18:00:00,4372,POINT (-82.50601196289062 43.18008804321289),4344,1397567,14,Aquatic Bed,249021.757154,4021.14328846,43.1815174452,-82.506882206
1154,11,-83.312805,45.110653,2023-08-05 12:00:00,436,POINT (-83.31280517578125 45.110652923583984),439,202057,24,Forested Wetland,123728718.511,444227.55523,45.113052278,-83.334406642
11601,116,-82.50531,43.17737,2023-11-21 00:00:00,4375,POINT (-82.50531005859375 43.1773681640625),4347,1399696,14,Aquatic Bed,137971.599122,2051.33180169,43.1770875019,-82.5054927209
11608,116,-82.52042,43.219196,2023-06-02 00:00:00,4382,POINT (-82.52041625976562 43.21919631958008),4330,1375539,14,Aquatic Bed,365117.125769,4593.23093132,43.2188762874,-82.5224257058
11614,116,-82.51361,43.205128,2023-12-02 18:00:00,4388,POINT (-82.51361083984375 43.20512771606445),4337,1383967,18,Phragmites,55524.9567525,1148.53794024,43.2047731389,-82.5134967542
11618,116,-82.529755,43.297005,2023-08-06 18:00:00,4392,POINT (-82.52975463867188 43.29700469970703),4312,1302826,14,Aquatic Bed,139652.677014,2051.35517855,43.2969607552,-82.5303538684
11621,116,-82.50522,43.176937,2023-11-21 00:00:00,4395,POINT (-82.50521850585938 43.176937103271484),4347,1399696,14,Aquatic Bed,137971.599122,2051.33180169,43.1770875019,-82.5054927209
11622,116,-82.52936,43.294117,2023-08-07 00:00:00,4396,POINT (-82.52935791015625 43.29411697387695),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
11623,116,-82.497406,43.15245,2023-03-03 12:00:00,4397,POINT (-82.49740600585938 43.15245056152344),4353,1411257,14,Aquatic Bed,312961.132173,4431.2424494,43.1509065541,-82.497250368
11626,116,-82.52939,43.294308,2023-08-06 18:00:00,4400,POINT (-82.52938842773438 43.294307708740234),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
11701,117,-82.496,43.148464,2023-03-03 12:00:00,4409,POINT (-82.49600219726562 43.14846420288086),4354,1411970,18,Phragmites,43747.2820211,1231.22742917,43.1480806452,-82.4959286187
11704,117,-82.52936,43.323452,2023-07-03 00:00:00,4412,POINT (-82.52935791015625 43.32345199584961),4305,1274393,18,Phragmites,33651.2711177,1231.14521994,43.3232337961,-82.5294741424
11707,117,-82.513306,43.20494,2023-01-04 06:00:00,4415,POINT (-82.5133056640625 43.20494079589844),4337,1383967,18,Phragmites,55524.9567525,1148.53794024,43.2047731389,-82.5134967542
11708,117,-82.506134,43.180573,2023-01-04 12:00:00,4416,POINT (-82.50613403320312 43.180572509765625),4344,1397567,14,Aquatic Bed,249021.757154,4021.14328846,43.1815174452,-82.506882206
11710,117,-82.496826,43.150906,2023-03-03 18:00:00,4418,POINT (-82.496826171875 43.15090560913086),4353,1411257,14,Aquatic Bed,312961.132173,4431.2424494,43.1509065541,-82.497250368
11711,117,-82.50528,43.17728,2023-11-21 00:00:00,4419,POINT (-82.50527954101562 43.17728042602539),4347,1399696,14,Aquatic Bed,137971.599122,2051.33180169,43.1770875019,-82.5054927209
11714,117,-82.49649,43.150814,2023-11-20 12:00:00,4422,POINT (-82.49649047851562 43.150814056396484),4352,1410776,18,Phragmites,10095.523408,410.265631932,43.1507251445,-82.4966376153
11715,117,-82.52356,43.23954,2023-07-02 00:00:00,4423,POINT (-82.5235595703125 43.239540100097656),4323,1362575,18,Phragmites,72350.3745215,1230.95904811,43.2392458535,-82.5235304102
11716,117,-82.4964,43.149563,2023-03-03 18:00:00,4424,POINT (-82.49639892578125 43.14956283569336),4353,1411257,14,Aquatic Bed,312961.132173,4431.2424494,43.1509065541,-82.497250368
11717,117,-82.49692,43.151115,2023-03-03 18:00:00,4425,POINT (-82.49691772460938 43.15111541748047),4353,1411257,14,Aquatic Bed,312961.132173,4431.2424494,43.1509065541,-82.497250368
11718,117,-82.50595,43.179966,2023-11-21 00:00:00,4426,POINT (-82.50595092773438 43.17996597290039),4344,1397567,14,Aquatic Bed,249021.757154,4021.14328846,43.1815174452,-82.506882206
11721,117,-82.51315,43.204453,2023-06-02 06:00:00,4429,POINT (-82.51315307617188 43.20445251464844),4337,1383967,18,Phragmites,55524.9567525,1148.53794024,43.2047731389,-82.5134967542
11725,117,-82.529205,43.293304,2023-08-07 00:00:00,4433,POINT (-82.52920532226562 43.293304443359375),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
11729,117,-82.52954,43.296017,2023-08-06 18:00:00,4437,POINT (-82.529541015625 43.296016693115234),4313,1306632,18,Phragmites,203590.132866,4514.2638809,43.2946417592,-82.529320424
11735,117,-82.50842,43.19558,2023-01-04 18:00:00,4443,POINT (-82.5084228515625 43.195579528808594),4340,1388791,18,Phragmites,11778.0486635,574.493417282,43.195833626,-82.508497915
11800,118,-82.49484,43.144894,2023-03-03 18:00:00,4446,POINT (-82.49484252929688 43.144893646240234),4357,1413055,18,Phragmites,20191.0641933,656.453400459,43.1450000693,-82.4947429777
11801,118,-82.49921,43.156147,2023-03-04 00:00:00,4447,POINT (-82.49920654296875 43.15614700317383),4351,1409139,14,Aquatic Bed,95907.3530919,1805.57341008,43.1554805798,-82.4993255175
11804,118,-82.50516,43.17679,2023-11-21 00:00:00,4450,POINT (-82.50515747070312 43.176788330078125),4347,1399696,14,Aquatic Bed,137971.599122,2051.33180169,43.1770875019,-82.5054927209
11805,118,-82.49753,43.152252,2023-03-03 18:00:00,4451,POINT (-82.49752807617188 43.152252197265625),4353,1411257,14,Aquatic Bed,312961.132173,4431.2424494,43.1509065541,-82.497250368
11807,118,-82.52359,43.24233,2023-09-01 18:00:00,4453,POINT (-82.52359008789062 43.24232864379883),4322,1360393,18,Phragmites,16825.6677218,574.190435458,43.2423269484,-82.5237124681
11808,118,-82.49588,43.14808,2023-03-04 00:00:00,4454,POINT (-82.49588012695312 43.14807891845703),4354,1411970,18,Phragmites,43747.2820211,1231.22742917,43.1480806452,-82.4959286187
11810,118,-82.49979,43.15757,2023-11-21 00:00:00,4456,POINT (-82.49978637695312 43.157569885253906),4349,1408223,18,Phragmites,35334.2771924,1148.83076363,43.1573976948,-82.4999523254
11811,118,-82.49765,43.152554,2023-12-03 06:00:00,4457,POINT (-82.49765014648438 43.15255355834961),4353,1411257,14,Aquatic Bed,312961.132173,4431.2424494,43.1509065541,-82.497250368
11812,118,-82.49515,43.145348,2023-03-03 18:00:00,4458,POINT (-82.49514770507812 43.145347595214844),4356,1412822,18,Phragmites,16825.8831712,574.486290689,43.1455672051,-82.4951282847
11817,118,-82.49539,43.146442,2023-03-03 18:00:00,4463,POINT (-82.49539184570312 43.14644241333008),4355,1412472,18,Phragmites,35334.3479168,902.784904152,43.1467571598,-82.4955342761
11818,118,-82.496765,43.150406,2023-03-04 00:00:00,4464,POINT (-82.49676513671875 43.15040588378906),4353,1411257,14,Aquatic Bed,312961.132173,4431.2424494,43.1509065541,-82.497250368
11824,118,-82.51355,43.20505,2023-06-02 06:00:00,4470,POINT (-82.5135498046875 43.20505142211914),4337,1383967,18,Phragmites,55524.9567525,1148.53794024,43.2047731389,-82.5134967542
11826,118,-82.49649,43.149754,2023-03-04 00:00:00,4472,POINT (-82.49649047851562 43.14975357055664),4353,1411257,14,Aquatic Bed,312961.132173,4431.2424494,43.1509065541,-82.497250368
11827,118,-82.50601,43.180927,2023-01-04 12:00:00,4473,POINT (-82.50601196289062 43.18092727661133),4344,1397567,14,Aquatic Bed,249021.757154,4021.14328846,43.1815174452,-82.506882206
11829,118,-82.496826,43.150944,2023-03-03 18:00:00,4475,POINT (-82.496826171875 43.150943756103516),4353,1411257,14,Aquatic Bed,312961.132173,4431.2424494,43.1509065541,-82.497250368
11830,118,-82.49924,43.156235,2023-12-03 06:00:00,4476,POINT (-82.49923706054688 43.15623474121094),4351,1409139,14,Aquatic Bed,95907.3530919,1805.57341008,43.1554805798,-82.4993255175
11832,118,-82.52365,43.239735,2023-08-06 06:00:00,4478,POINT (-82.52365112304688 43.2397346496582),4323,1362575,18,Phragmites,72350.3745215,1230.95904811,43.2392458535,-82.5235304102
11834,118,-82.50845,43.195568,2023-01-05 00:00:00,4480,POINT (-82.50845336914062 43.1955680847168),4340,1388791,18,Phragmites,11778.0486635,574.493417282,43.195833626,-82.508497915
11835,118,-82.49603,43.148586,2023-03-03 18:00:00,4481,POINT (-82.49603271484375 43.14858627319336),4354,1411970,18,Phragmites,43747.2820211,1231.22742917,43.1480806452,-82.4959286187
11836,118,-82.524414,43.246513,2023-08-06 12:00:00,4482,POINT (-82.5244140625 43.24651336669922),4321,1358386,18,Phragmites,148065.800115,2872.19025638,43.246787211,-82.5248482857
11837,118,-82.51172,43.20196,2023-01-01 00:00:00,4483,POINT (-82.51171875 43.201961517333984),4338,1385353,18,Phragmites,35334.0929788,820.534527616,43.2020941658,-82.5117293919
11838,118,-82.49701,43.150963,2023-03-04 00:00:00,4484,POINT (-82.49700927734375 43.150962829589844),4353,1411257,14,Aquatic Bed,312961.132173,4431.2424494,43.1509065541,-82.497250368
11839,118,-82.497314,43.151726,2023-03-04 00:00:00,4485,POINT (-82.497314453125 43.15172576904297),4353,1411257,14,Aquatic Bed,312961.132173,4431.2424494,43.1509065541,-82.497250368
11841,118,-82.49722,43.151585,2023-12-03 06:00:00,4487,POINT (-82.49722290039062 43.15158462524414),4353,1411257,14,Aquatic Bed,312961.132173,4431.2424494,43.1509065541,-82.497250368
11842,118,-82.50568,43.179054,2023-01-04 18:00:00,4488,POINT (-82.50567626953125 43.179054260253906),4345,1398276,14,Aquatic Bed,47112.2407089,1148.68708217,43.1790296184,-82.5061176069
11846,118,-82.508484,43.195877,2023-05-01 06:00:00,4492,POINT (-82.50848388671875 43.19587707519531),4340,1388791,18,Phragmites,11778.0486635,574.493417282,43.195833626,-82.508497915
11901,119,-82.49658,43.150883,2023-01-04 18:00:00,4494,POINT (-82.49658203125 43.150882720947266),4352,1410776,18,Phragmites,10095.523408,410.265631932,43.1507251445,-82.4966376153
11907,119,-82.49756,43.15236,2023-12-03 00:00:00,4500,POINT (-82.49755859375 43.15235900878906),4353,1411257,14,Aquatic Bed,312961.132173,4431.2424494,43.1509065541,-82.497250368
11908,119,-82.506226,43.180885,2023-12-02 18:00:00,4501,POINT (-82.5062255859375 43.180885314941406),4344,1397567,14,Aquatic Bed,249021.757154,4021.14328846,43.1815174452,-82.506882206
11920,119,-82.523895,43.24249,2023-08-06 18:00:00,4513,POINT (-82.52389526367188 43.242488861083984),4322,1360393,18,Phragmites,16825.6677218,574.190435458,43.2423269484,-82.5237124681
11924,119,-82.52356,43.238888,2023-08-06 18:00:00,4517,POINT (-82.5235595703125 43.238887786865234),4323,1362575,18,Phragmites,72350.3745215,1230.95904811,43.2392458535,-82.5235304102
1200,12,-83.44571,44.980396,2023-06-03 00:00:00,437,POINT (-83.44570922851562 44.98039627075195),807,235568,18,Phragmites,116034.677819,2627.07200201,44.9793792129,-83.4454865597
12002,120,-82.50522,43.177013,2023-08-07 00:00:00,4525,POINT (-82.50521850585938 43.1770133972168),4347,1399696,14,Aquatic Bed,137971.599122,2051.33180169,43.1770875019,-82.5054927209
12008,120,-82.49982,43.15773,2023-03-01 18:00:00,4531,POINT (-82.49981689453125 43.15773010253906),4349,1408223,18,Phragmites,35334.2771924,1148.83076363,43.1573976948,-82.4999523254
1201,12,-83.44556,44.980343,2023-06-03 00:00:00,438,POINT (-83.445556640625 44.980342864990234),807,235568,18,Phragmites,116034.677819,2627.07200201,44.9793792129,-83.4454865597
12017,120,-82.496826,43.15055,2023-12-02 18:00:00,4540,POINT (-82.496826171875 43.150550842285156),4353,1411257,14,Aquatic Bed,312961.132173,4431.2424494,43.1509065541,-82.497250368
12021,120,-82.50586,43.18027,2023-09-26 12:00:00,4544,POINT (-82.505859375 43.18027114868164),4344,1397567,14,Aquatic Bed,249021.757154,4021.14328846,43.1815174452,-82.506882206
1203,12,-83.44995,45.003246,2023-11-21 06:00:00,440,POINT (-83.449951171875 45.00324630737305),792,229868,16,Schoenoplectus,460773.673642,5411.35888087,45.0021693756,-83.4514943321
1204,12,-83.26764,45.025887,2023-09-06 06:00:00,441,POINT (-83.26763916015625 45.02588653564453),758,225464,24,Forested Wetland,134101645.299,282204.651063,45.0417249706,-83.3137893506
1206,12,-83.44534,44.977493,2023-06-02 18:00:00,443,POINT (-83.44534301757812 44.97749328613281),808,235714,15,Emergent Wetland,38678.2215437,820.446059881,44.9776944741,-83.4456446668
1207,12,-83.40079,44.919697,2023-08-05 12:00:00,444,POINT (-83.40078735351562 44.91969680786133),811,250962,18,Phragmites,35316.0200792,1147.6830647,44.9197840751,-83.4002961517
1209,12,-83.35724,45.051113,2023-09-06 12:00:00,446,POINT (-83.35723876953125 45.05111312866211),599,214990,15,Emergent Wetland,40362.5860719,1067.24758855,45.0510153387,-83.3574307128
1210,12,-83.44656,44.981594,2023-06-02 00:00:00,447,POINT (-83.44656372070312 44.98159408569336),804,234854,15,Emergent Wetland,70629.7540128,1723.61708467,44.9816813221,-83.446577788
1211,12,-83.273895,45.02348,2023-10-07 00:00:00,448,POINT (-83.27389526367188 45.02347946166992),738,224734,15,Emergent Wetland,77366.172404,2048.68301781,45.0235633093,-83.2730714107
1212,12,-83.26611,45.02803,2023-09-05 06:00:00,449,POINT (-83.26611328125 45.02803039550781),709,223889,15,Emergent Wetland,240508.985919,4267.11998838,45.0280274632,-83.2666271553
1213,12,-83.42044,45.060135,2023-10-04 18:00:00,450,POINT (-83.42044067382812 45.06013488769531),551,211025,17,Typha,193394.997388,3115.21880297,45.0605316662,-83.4220957639
1214,12,-83.26553,45.026386,2023-09-05 12:00:00,451,POINT (-83.26553344726562 45.02638626098633),709,223889,15,Emergent Wetland,240508.985919,4267.11998838,45.0280274632,-83.2666271553
1215,12,-83.572266,44.10118,2023-05-28 00:00:00,452,POINT (-83.572265625 44.10118103027344),1284,600594,18,Phragmites,3362.89204418,245.915182063,44.1011712473,-83.5723927509
1216,12,-83.433044,45.005898,2023-09-02 06:00:00,453,POINT (-83.43304443359375 45.005897521972656),782,229087,15,Emergent Wetland,100900.795882,2460.50120008,45.006389214,-83.4323872964
1217,12,-83.29031,45.027122,2023-09-06 06:00:00,454,POINT (-83.29031372070312 45.027122497558594),704,223410,18,Phragmites,269096.178982,5493.26021358,45.0280618619,-83.2921757635
1220,12,-83.43405,45.00698,2023-09-26 12:00:00,457,POINT (-83.43405151367188 45.006980895996094),781,229085,23,Shrub Wetland,469188.21582,5248.21352183,45.0070129619,-83.4338059937
1221,12,-83.29648,44.74447,2023-01-13 18:00:00,458,POINT (-83.29647827148438 44.744468688964844),986,296462,18,Phragmites,195092.574255,2708.18219197,44.7442719491,-83.2965398333
1222,12,-83.43384,45.00595,2023-01-12 00:00:00,459,POINT (-83.433837890625 45.005950927734375),781,229085,23,Shrub Wetland,469188.21582,5248.21352183,45.0070129619,-83.4338059937
12229,122,-82.50592,43.180252,2023-07-02 18:00:00,4604,POINT (-82.50592041015625 43.18025207519531),4344,1397567,14,Aquatic Bed,249021.757154,4021.14328846,43.1815174452,-82.506882206
1224,12,-83.44534,44.980053,2023-01-05 18:00:00,461,POINT (-83.44534301757812 44.98005294799805),807,235568,18,Phragmites,116034.677819,2627.07200201,44.9793792129,-83.4454865597
1225,12,-83.44653,44.981598,2023-01-06 00:00:00,462,POINT (-83.446533203125 44.981597900390625),804,234854,15,Emergent Wetland,70629.7540128,1723.61708467,44.9816813221,-83.446577788
1228,12,-83.267914,45.026028,2023-09-05 00:00:00,465,POINT (-83.26791381835938 45.02602767944336),758,225464,24,Forested Wetland,134101645.299,282204.651063,45.0417249706,-83.3137893506
12306,123,-82.42581,43.016632,2023-11-20 06:00:00,4612,POINT (-82.42581176757812 43.016632080078125),4366,1470761,14,Aquatic Bed,15143.7723991,574.344188916,43.0166321639,-82.4259074339
12600,126,-83.68268,43.5901,2023-01-01 00:00:00,4666,POINT (-83.68267822265625 43.5900993347168),4226,958368,18,Phragmites,5420360.09102,35343.025517,43.591042909,-83.6870420609
12601,126,-83.680695,43.5901,2023-01-01 00:00:00,4667,POINT (-83.68069458007812 43.5900993347168),4226,958368,18,Phragmites,5420360.09102,35343.025517,43.591042909,-83.6870420609
12602,126,-83.67868,43.5901,2023-01-01 00:00:00,4668,POINT (-83.67868041992188 43.5900993347168),4226,958368,18,Phragmites,5420360.09102,35343.025517,43.591042909,-83.6870420609
12603,126,-83.6767,43.5901,2023-01-01 00:00:00,4669,POINT (-83.67669677734375 43.5900993347168),4206,955280,18,Phragmites,3784553.68491,26651.9274506,43.5924260859,-83.6708325189
12604,126,-83.42343,43.816395,2023-04-06 06:00:00,4670,POINT (-83.42343139648438 43.8163948059082),2687,724855,17,Typha,45403.9717244,983.972516302,43.8166778031,-83.4231310968
12605,126,-83.68469,43.5901,2023-01-01 00:00:00,4671,POINT (-83.6846923828125 43.5900993347168),4226,958368,18,Phragmites,5420360.09102,35343.025517,43.591042909,-83.6870420609
12700,127,-83.54489,44.234776,2023-08-06 06:00:00,4672,POINT (-83.54489135742188 44.23477554321289),1203,539693,18,Phragmites,232045.56599,4431.34376607,44.2330060422,-83.5459482837
12701,127,-83.52438,44.259613,2023-03-02 00:00:00,4673,POINT (-83.52438354492188 44.259613037109375),1165,522932,18,Phragmites,132840.04643,2297.34439579,44.2595435267,-83.5246612788
12702,127,-83.54489,44.234753,2023-01-04 12:00:00,4674,POINT (-83.54489135742188 44.2347526550293),1203,539693,18,Phragmites,232045.56599,4431.34376607,44.2330060422,-83.5459482837
12703,127,-83.51642,44.266647,2023-06-02 00:00:00,4675,POINT (-83.51641845703125 44.26664733886719),1142,517998,18,Phragmites,112662.66931,2213.98215167,44.2669026458,-83.5153400974
12706,127,-83.52496,44.259884,2023-01-01 00:00:00,4678,POINT (-83.52496337890625 44.259883880615234),1165,522932,18,Phragmites,132840.04643,2297.34439579,44.2595435267,-83.5246612788
12707,127,-83.54248,44.238426,2023-03-02 12:00:00,4679,POINT (-83.54248046875 44.238426208496094),1196,535744,18,Phragmites,220275.970887,4100.60948984,44.2383559624,-83.541428315
12708,127,-83.53592,44.24959,2023-06-02 18:00:00,4680,POINT (-83.53591918945312 44.24959182739258),1178,528571,18,Phragmites,1681.50405138,164.024772026,44.2496366757,-83.5358824092
12709,127,-83.54477,44.235023,2023-01-04 12:00:00,4681,POINT (-83.54476928710938 44.235023498535156),1203,539693,18,Phragmites,232045.56599,4431.34376607,44.2330060422,-83.5459482837
12712,127,-83.52698,44.25788,2023-01-01 00:00:00,4684,POINT (-83.5269775390625 44.25788116455078),1169,523794,18,Phragmites,159744.003729,2870.32022669,44.257386284,-83.5273875636
