group_number,group_id,longitude,latitude,time,particles,geometry,index_right,ID,GRIDCODE,Wetland,Shape_Area,Shape_Len,start_lat,start_lon
7226,72,-82.60251,43.646557,2023-01-01 00:00:00,2846,POINT (-82.60250854492188 43.64655685424805),4068,908429,18,Phragmites,15142.5804346,492.221126004,43.6466648906,-82.6024341658
7228,72,-82.60043,43.629448,2023-03-04 00:00:00,2848,POINT (-82.60043334960938 43.62944793701172),4133,929295,18,Phragmites,37015.2225527,1066.38186641,43.6296037208,-82.6005932302
7229,72,-82.608185,43.70639,2023-01-05 00:00:00,2849,POINT (-82.60818481445312 43.706390380859375),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7230,72,-82.60535,43.66661,2023-01-04 00:00:00,2850,POINT (-82.6053466796875 43.66661071777344),3987,882381,18,Phragmites,2611251.22453,26671.6532135,43.6681263306,-82.6049517939
7231,72,-82.60574,43.680202,2023-01-04 00:00:00,2851,POINT (-82.60574340820312 43.68020248413086),3987,882381,18,Phragmites,2611251.22453,26671.6532135,43.6681263306,-82.6049517939
7233,72,-82.60596,43.709045,2023-01-05 00:00:00,2853,POINT (-82.60595703125 43.70904541015625),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7234,72,-82.60654,43.710075,2023-01-05 00:00:00,2854,POINT (-82.60653686523438 43.71007537841797),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7235,72,-82.60785,43.70446,2023-01-04 00:00:00,2855,POINT (-82.60784912109375 43.70446014404297),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7236,72,-82.60715,43.69165,2023-01-04 12:00:00,2856,POINT (-82.60714721679688 43.691650390625),3709,857961,18,Phragmites,180028.085196,2872.79597323,43.6919769288,-82.6076558308
7238,72,-82.60773,43.70843,2023-01-04 00:00:00,2858,POINT (-82.60772705078125 43.708431243896484),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7239,72,-82.59131,43.57452,2023-06-05 12:00:00,2859,POINT (-82.59130859375 43.574520111083984),4254,999005,18,Phragmites,437454.328738,7139.97608327,43.5747396119,-82.5915447015
724,7,-83.46799,45.33077,2023-02-03 06:00:00,281,POINT (-83.46798706054688 45.33076858520508),216,89685,23,Shrub Wetland,3208586.81797,27634.5520035,45.3283035488,-83.4707770435
7240,72,-82.60611,43.704296,2023-01-05 00:00:00,2860,POINT (-82.60610961914062 43.70429611206055),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7241,72,-82.596985,43.618324,2023-06-04 06:00:00,2861,POINT (-82.59698486328125 43.618324279785156),4181,946380,18,Phragmites,99268.2852522,2708.2869391,43.6171160829,-82.5965683811
7242,72,-82.60657,43.71056,2023-01-04 18:00:00,2862,POINT (-82.6065673828125 43.7105598449707),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7243,72,-82.6066,43.705036,2023-01-05 06:00:00,2863,POINT (-82.60659790039062 43.70503616333008),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7244,72,-82.60629,43.710117,2023-01-04 18:00:00,2864,POINT (-82.60629272460938 43.71011734008789),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7245,72,-82.85956,44.042835,2023-07-13 18:00:00,2865,POINT (-82.85955810546875 44.0428352355957),1470,627618,18,Phragmites,13175321.9903,96448.3195328,44.0585287625,-82.8992577071
7247,72,-82.60474,43.655464,2023-03-04 00:00:00,2867,POINT (-82.604736328125 43.65546417236328),4053,904071,18,Phragmites,706653.141468,7549.95453676,43.6517587712,-82.6043646101
726,7,-83.31702,45.139668,2023-09-25 12:00:00,283,POINT (-83.3170166015625 45.13966751098633),439,202057,24,Forested Wetland,123728718.511,444227.55523,45.113052278,-83.334406642
727,7,-84.03635,45.49618,2023-12-04 00:00:00,284,POINT (-84.03634643554688 45.49618148803711),31,12602,15,Emergent Wetland,16808.7271708,574.126300675,45.4961723418,-84.0362215036
730,7,-84.009186,45.495,2023-04-02 00:00:00,287,POINT (-84.00918579101562 45.494998931884766),55,13137,15,Emergent Wetland,57151.0937322,1230.11782158,45.494805831,-84.0086973527
7300,73,-83.47562,43.72032,2023-01-01 06:00:00,2868,POINT (-83.47561645507812 43.72032165527344),3464,815419,15,Emergent Wetland,2310461.7683,17469.0105278,43.7224304601,-83.4696538403
7301,73,-83.46521,43.734478,2023-01-01 12:00:00,2869,POINT (-83.4652099609375 43.73447799682617),3402,807197,15,Emergent Wetland,1999382.16849,15912.1259589,43.7290773939,-83.467168541
7302,73,-83.47418,43.722385,2023-01-01 06:00:00,2870,POINT (-83.47418212890625 43.72238540649414),3420,810714,17,Typha,327903.705831,4347.23363176,43.7231859442,-83.4734824991
7303,73,-83.467285,43.73133,2023-01-01 12:00:00,2871,POINT (-83.46728515625 43.73133087158203),3394,803530,18,Phragmites,6157890.86681,58221.2030495,43.7406456347,-83.4756394482
7304,73,-83.476685,43.721203,2023-01-01 00:00:00,2872,POINT (-83.4766845703125 43.7212028503418),3490,818829,18,Phragmites,2076714.47289,15092.7209455,43.718559453,-83.4787831036
7305,73,-83.4787,43.7192,2023-01-01 00:00:00,2873,POINT (-83.47869873046875 43.719200134277344),3490,818829,18,Phragmites,2076714.47289,15092.7209455,43.718559453,-83.4787831036
7306,73,-83.47974,43.716293,2023-01-01 06:00:00,2874,POINT (-83.479736328125 43.71629333496094),3490,818829,18,Phragmites,2076714.47289,15092.7209455,43.718559453,-83.4787831036
7307,73,-83.4772,43.719364,2023-01-01 06:00:00,2875,POINT (-83.47720336914062 43.719364166259766),3490,818829,18,Phragmites,2076714.47289,15092.7209455,43.718559453,-83.4787831036
7308,73,-83.47824,43.71731,2023-01-01 06:00:00,2876,POINT (-83.47824096679688 43.71731185913086),3464,815419,15,Emergent Wetland,2310461.7683,17469.0105278,43.7224304601,-83.4696538403
7309,73,-83.47131,43.72538,2023-01-01 06:00:00,2877,POINT (-83.4713134765625 43.725379943847656),3412,808834,18,Phragmites,632266.838299,6480.00408557,43.725951505,-83.4711161509
731,7,-84.01901,45.49579,2023-12-04 00:00:00,288,POINT (-84.01901245117188 45.49578857421875),41,12888,15,Emergent Wetland,332818.26665,5163.06034544,45.4958927819,-84.0180868896
7310,73,-83.47269,43.724323,2023-01-01 06:00:00,2878,POINT (-83.47268676757812 43.72432327270508),3420,810714,17,Typha,327903.705831,4347.23363176,43.7231859442,-83.4734824991
7311,73,-83.47003,43.727203,2023-01-01 06:00:00,2879,POINT (-83.47003173828125 43.727203369140625),3397,805836,17,Typha,53809.9980201,1230.51300744,43.7273272413,-83.4699286167
7312,73,-83.46808,43.72898,2023-01-01 12:00:00,2880,POINT (-83.46807861328125 43.728981018066406),3402,807197,15,Emergent Wetland,1999382.16849,15912.1259589,43.7290773939,-83.467168541
7313,73,-83.479004,43.718624,2023-01-01 06:00:00,2881,POINT (-83.47900390625 43.718624114990234),3490,818829,18,Phragmites,2076714.47289,15092.7209455,43.718559453,-83.4787831036
7314,73,-83.47418,43.723324,2023-01-01 06:00:00,2882,POINT (-83.47418212890625 43.723323822021484),3490,818829,18,Phragmites,2076714.47289,15092.7209455,43.718559453,-83.4787831036
7315,73,-83.47885,43.716476,2023-01-01 06:00:00,2883,POINT (-83.47885131835938 43.71647644042969),3603,835739,15,Emergent Wetland,12093549.67,71351.1276872,43.6994818743,-83.4924867381
7316,73,-83.480225,43.71781,2023-01-01 06:00:00,2884,POINT (-83.480224609375 43.717811584472656),3490,818829,18,Phragmites,2076714.47289,15092.7209455,43.718559453,-83.4787831036
7317,73,-83.46973,43.726326,2023-01-01 06:00:00,2885,POINT (-83.4697265625 43.72632598876953),3402,807197,15,Emergent Wetland,1999382.16849,15912.1259589,43.7290773939,-83.467168541
7318,73,-83.47995,43.715324,2023-01-01 06:00:00,2886,POINT (-83.47994995117188 43.71532440185547),3603,835739,15,Emergent Wetland,12093549.67,71351.1276872,43.6994818743,-83.4924867381
7319,73,-83.46655,43.73246,2023-01-01 06:00:00,2887,POINT (-83.466552734375 43.732460021972656),3394,803530,18,Phragmites,6157890.86681,58221.2030495,43.7406456347,-83.4756394482
732,7,-84.036285,45.496254,2023-12-04 00:00:00,289,POINT (-84.03628540039062 45.496253967285156),31,12602,15,Emergent Wetland,16808.7271708,574.126300675,45.4961723418,-84.0362215036
7320,73,-83.477234,43.720154,2023-01-01 06:00:00,2888,POINT (-83.47723388671875 43.72015380859375),3490,818829,18,Phragmites,2076714.47289,15092.7209455,43.718559453,-83.4787831036
7321,73,-83.46585,43.73198,2023-01-01 06:00:00,2889,POINT (-83.46585083007812 43.73197937011719),3402,807197,15,Emergent Wetland,1999382.16849,15912.1259589,43.7290773939,-83.467168541
7322,73,-83.46747,43.73159,2023-01-01 06:00:00,2890,POINT (-83.46746826171875 43.731590270996094),3394,803530,18,Phragmites,6157890.86681,58221.2030495,43.7406456347,-83.4756394482
7323,73,-83.4682,43.73228,2023-01-01 06:00:00,2891,POINT (-83.46820068359375 43.73228073120117),3394,803530,18,Phragmites,6157890.86681,58221.2030495,43.7406456347,-83.4756394482
7324,73,-83.4682,43.73053,2023-01-01 06:00:00,2892,POINT (-83.46820068359375 43.73052978515625),3394,803530,18,Phragmites,6157890.86681,58221.2030495,43.7406456347,-83.4756394482
7325,73,-83.48068,43.7172,2023-01-01 00:00:00,2893,POINT (-83.48068237304688 43.717201232910156),3490,818829,18,Phragmites,2076714.47289,15092.7209455,43.718559453,-83.4787831036
7326,73,-83.46915,43.72939,2023-01-01 06:00:00,2894,POINT (-83.46914672851562 43.72938919067383),3396,804678,17,Typha,265686.919343,3116.52399331,43.7289586162,-83.4697261208
7327,73,-83.478546,43.720165,2023-02-01 06:00:00,2895,POINT (-83.47854614257812 43.72016525268555),3431,812191,15,Emergent Wetland,15133.955677,574.196224218,43.7202068625,-83.4784976843
7328,73,-83.470245,43.72818,2023-01-01 06:00:00,2896,POINT (-83.47024536132812 43.728179931640625),3412,808834,18,Phragmites,632266.838299,6480.00408557,43.725951505,-83.4711161509
7329,73,-83.46561,43.735943,2023-01-01 12:00:00,2897,POINT (-83.46560668945312 43.73594284057617),3394,803530,18,Phragmites,6157890.86681,58221.2030495,43.7406456347,-83.4756394482
7330,73,-83.47467,43.7232,2023-01-01 00:00:00,2898,POINT (-83.47467041015625 43.723201751708984),3490,818829,18,Phragmites,2076714.47289,15092.7209455,43.718559453,-83.4787831036
7331,73,-83.46628,43.732803,2023-01-01 12:00:00,2899,POINT (-83.46627807617188 43.73280334472656),3402,807197,15,Emergent Wetland,1999382.16849,15912.1259589,43.7290773939,-83.467168541
7332,73,-83.46744,43.72955,2023-01-01 06:00:00,2900,POINT (-83.46743774414062 43.729549407958984),3402,807197,15,Emergent Wetland,1999382.16849,15912.1259589,43.7290773939,-83.467168541
7333,73,-83.47589,43.72136,2023-01-01 06:00:00,2901,POINT (-83.47589111328125 43.72135925292969),3490,818829,18,Phragmites,2076714.47289,15092.7209455,43.718559453,-83.4787831036
7334,73,-83.46869,43.72853,2023-01-01 06:00:00,2902,POINT (-83.46868896484375 43.72853088378906),3402,807197,15,Emergent Wetland,1999382.16849,15912.1259589,43.7290773939,-83.467168541
7335,73,-83.48245,43.713882,2023-02-02 00:00:00,2903,POINT (-83.48245239257812 43.71388244628906),3490,818829,18,Phragmites,2076714.47289,15092.7209455,43.718559453,-83.4787831036
7336,73,-83.48187,43.71473,2023-01-01 06:00:00,2904,POINT (-83.48187255859375 43.71472930908203),3490,818829,18,Phragmites,2076714.47289,15092.7209455,43.718559453,-83.4787831036
7337,73,-83.48337,43.712048,2023-02-01 06:00:00,2905,POINT (-83.48336791992188 43.7120475769043),3557,828253,18,Phragmites,1679852.9347,15500.3825618,43.7067694202,-83.4900624819
734,7,-84.044525,45.492832,2023-12-04 18:00:00,291,POINT (-84.04452514648438 45.49283218383789),70,13451,15,Emergent Wetland,657216.806249,6474.0673754,45.4928139659,-84.0433854991
736,7,-83.9686,45.49412,2023-04-02 06:00:00,293,POINT (-83.96859741210938 45.49412155151367),73,13520,15,Emergent Wetland,307618.730946,4672.35683867,45.4945823946,-83.9674749807
7400,74,-82.63397,43.826866,2023-09-27 18:00:00,2906,POINT (-82.63397216796875 43.826866149902344),2815,738922,18,Phragmites,1112123.76375,14689.7178502,43.8242506982,-82.6337986615
7401,74,-82.606415,43.704895,2023-01-05 06:00:00,2907,POINT (-82.60641479492188 43.70489501953125),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7402,74,-82.65347,43.863033,2023-09-27 18:00:00,2908,POINT (-82.65347290039062 43.863033294677734),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
7403,74,-82.60123,43.637737,2023-01-01 00:00:00,2909,POINT (-82.60122680664062 43.63773727416992),4122,922744,18,Phragmites,365104.47377,4514.28048213,43.6371798025,-82.6019820515
7404,74,-82.60608,43.704712,2023-01-05 00:00:00,2910,POINT (-82.6060791015625 43.7047119140625),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7405,74,-82.62335,43.794075,2023-07-03 12:00:00,2911,POINT (-82.62335205078125 43.79407501220703),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
7406,74,-82.60132,43.642696,2023-03-01 06:00:00,2912,POINT (-82.601318359375 43.642696380615234),4107,916496,18,Phragmites,331454.344258,4431.16929931,43.6417121994,-82.6017809001
7407,74,-82.60788,43.707996,2023-01-05 00:00:00,2913,POINT (-82.60787963867188 43.7079963684082),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7408,74,-82.60663,43.704094,2023-01-05 00:00:00,2914,POINT (-82.60662841796875 43.70409393310547),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7409,74,-82.67523,43.881294,2023-09-28 00:00:00,2915,POINT (-82.67523193359375 43.88129425048828),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
7410,74,-82.60797,43.708714,2023-01-05 00:00:00,2916,POINT (-82.60797119140625 43.70871353149414),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7411,74,-82.60208,43.636127,2023-03-04 00:00:00,2917,POINT (-82.60208129882812 43.63612747192383),4122,922744,18,Phragmites,365104.47377,4514.28048213,43.6371798025,-82.6019820515
7412,74,-82.601746,43.645164,2023-05-01 06:00:00,2918,POINT (-82.60174560546875 43.645164489746094),4092,912049,18,Phragmites,240598.790255,3200.71620216,43.6450402327,-82.6022229726
7414,74,-82.59152,43.574585,2023-11-20 12:00:00,2920,POINT (-82.59152221679688 43.5745849609375),4254,999005,18,Phragmites,437454.328738,7139.97608327,43.5747396119,-82.5915447015
7416,74,-82.6539,43.864212,2023-09-28 00:00:00,2922,POINT (-82.65390014648438 43.86421203613281),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
7419,74,-82.59723,43.623737,2023-01-01 00:00:00,2925,POINT (-82.59722900390625 43.62373733520508),4149,936755,18,Phragmites,398755.477836,4512.51881403,43.6241101544,-82.5976054687
7420,74,-82.63464,43.832348,2023-07-03 18:00:00,2926,POINT (-82.6346435546875 43.83234786987305),2710,727212,18,Phragmites,1017903.22719,11896.005568,43.8324647105,-82.6353850954
7421,74,-82.61078,43.737873,2023-09-27 06:00:00,2927,POINT (-82.61077880859375 43.73787307739258),3537,825287,18,Phragmites,3250596.49373,27244.590861,43.7333718641,-82.6112132143
7422,74,-82.63147,43.82049,2023-09-27 12:00:00,2928,POINT (-82.6314697265625 43.820491790771484),2815,738922,18,Phragmites,1112123.76375,14689.7178502,43.8242506982,-82.6337986615
7423,74,-82.59653,43.61808,2023-01-01 06:00:00,2929,POINT (-82.59652709960938 43.618080139160156),4181,946380,18,Phragmites,99268.2852522,2708.2869391,43.6171160829,-82.5965683811
7425,74,-82.60901,43.703434,2023-01-04 18:00:00,2931,POINT (-82.6090087890625 43.703433990478516),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7426,74,-82.62518,43.803673,2023-07-03 12:00:00,2932,POINT (-82.62518310546875 43.803672790527344),2982,751158,18,Phragmites,302848.751582,4266.74221296,43.803574969,-82.6249860318
7427,74,-82.60776,43.705162,2023-01-05 00:00:00,2933,POINT (-82.60775756835938 43.705162048339844),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7428,74,-82.60803,43.703846,2023-07-02 18:00:00,2934,POINT (-82.6080322265625 43.7038459777832),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
743,7,-84.02231,45.496143,2023-04-02 00:00:00,300,POINT (-84.02230834960938 45.49614334106445),36,12833,15,Emergent Wetland,156323.006852,2131.05279974,45.4960837263,-84.0232032728
7431,74,-82.65982,43.871216,2023-09-28 00:00:00,2937,POINT (-82.65982055664062 43.8712158203125),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
7432,74,-82.660706,43.87145,2023-09-28 00:00:00,2938,POINT (-82.66070556640625 43.8714485168457),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
7433,74,-82.67642,43.88153,2023-09-28 00:00:00,2939,POINT (-82.67642211914062 43.88153076171875),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
7434,74,-82.6066,43.704025,2023-01-05 06:00:00,2940,POINT (-82.60659790039062 43.70402526855469),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7437,74,-82.62198,43.79704,2023-09-27 12:00:00,2943,POINT (-82.62197875976562 43.79703903198242),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
7438,74,-82.59311,43.58008,2023-08-06 18:00:00,2944,POINT (-82.59310913085938 43.580078125),4252,991583,18,Phragmites,134601.211075,2462.25237185,43.5803850606,-82.5934446789
7439,74,-82.60675,43.70395,2023-01-05 00:00:00,2945,POINT (-82.60675048828125 43.703948974609375),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
744,7,-83.613495,45.36375,2023-05-28 00:00:00,301,POINT (-83.61349487304688 45.36375045776367),187,67769,23,Shrub Wetland,270715.70174,4671.8701162,45.3633122584,-83.6158966549
7440,74,-82.607544,43.708076,2023-01-04 18:00:00,2946,POINT (-82.6075439453125 43.70807647705078),3627,850089,18,Phragmites,2261287.54921,18627.1010691,43.7057323063,-82.6078672289
7441,74,-82.59323,43.580482,2023-06-05 00:00:00,2947,POINT (-82.59323120117188 43.580482482910156),4252,991583,18,Phragmites,134601.211075,2462.25237185,43.5803850606,-82.5934446789
7442,74,-82.62363,43.79399,2023-07-03 18:00:00,2948,POINT (-82.62362670898438 43.79399108886719),3156,766626,18,Phragmites,979211.630355,12392.4543821,43.792146423,-82.6233288635
7443,74,-82.658966,43.87003,2023-09-28 00:00:00,2949,POINT (-82.65896606445312 43.87002944946289),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
7444,74,-82.60043,43.629433,2023-03-04 00:00:00,2950,POINT (-82.60043334960938 43.629432678222656),4133,929295,18,Phragmites,37015.2225527,1066.38186641,43.6296037208,-82.6005932302
7445,74,-82.599945,43.6118,2023-03-03 18:00:00,2951,POINT (-82.59994506835938 43.61180114746094),4199,953078,18,Phragmites,417262.682407,5743.35663478,43.6128081128,-82.5993528893
746,7,-83.46829,45.330715,2023-02-03 06:00:00,303,POINT (-83.46829223632812 45.33071517944336),216,89685,23,Shrub Wetland,3208586.81797,27634.5520035,45.3283035488,-83.4707770435
7500,75,-82.605316,43.688725,2023-01-05 06:00:00,2954,POINT (-82.60531616210938 43.688724517822266),3987,882381,18,Phragmites,2611251.22453,26671.6532135,43.6681263306,-82.6049517939
7501,75,-82.60397,43.678146,2023-01-05 00:00:00,2955,POINT (-82.60397338867188 43.67814636230469),3987,882381,18,Phragmites,2611251.22453,26671.6532135,43.6681263306,-82.6049517939
7502,75,-82.652405,43.861927,2023-09-28 00:00:00,2956,POINT (-82.65240478515625 43.8619270324707),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
7503,75,-82.660126,43.871418,2023-09-28 00:00:00,2957,POINT (-82.66012573242188 43.87141799926758),2518,705532,18,Phragmites,56263460.0218,288383.992067,44.0079361659,-82.7628466686
